Year,SourcePDF,Team,Player,Pos,G,AB,R,H,2B,3B,HR,SB,SH,RBI,PO,A,E,Pct
2023,2023_Final_team_stats.pdf,Austin Lonestar TX Baseball Club,Travis Starkey,,4,0,2,0,0,0,0,1,1,1,6,0,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Preston Curtis,,5,16,4,10,4,0,1,0,0,6,9,0,0,.625
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Josh Livingston,,6,15,6,6,3,0,2,2,0,5,4,6,2,.400
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Case Pettis,,6,19,4,7,1,0,1,0,0,7,2,13,1,.368
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Chase Pendley,,6,24,7,5,0,0,0,4,0,0,13,15,1,.208
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Cade Tucker,,6,21,3,4,0,0,0,1,0,5,46,2,0,.190
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Preston Newberry,,6,16,1,3,0,0,0,1,0,3,10,0,0,.188
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Ashten Wong,,6,11,3,2,0,0,0,1,0,2,4,0,1,.182
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Juhlien Gonzalez,,6,24,4,4,1,0,0,0,0,3,3,5,3,.167
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Caden Mitchell,,6,19,2,2,0,0,1,0,0,2,38,3,3,.105
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Roe Forrest,,6,10,0,0,0,0,0,0,0,0,5,0,0,.000
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Jalen Johnston,,1,1,0,0,0,0,0,0,0,0,1,0,0,.000
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Kolby Dornbusch,,1,1,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,Dallas Five Tool TX Kraken,Caleb Heuertz,,1,0,0,0,0,0,0,0,0,0,0,0,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Jonathan Gonzales,,5,16,2,5,1,0,0,1,2,2,9,9,0,.313
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Brady Webb,,4,13,4,4,0,1,0,2,0,2,7,0,0,.308
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Zeke Minic,,5,17,3,5,0,0,0,0,0,1,41,1,0,.294
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Matt Bathauer,,5,15,3,4,1,0,0,0,0,5,13,0,0,.267
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Caleb McClellan,,4,16,4,4,1,1,0,0,0,1,6,0,0,.250
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Judah Wilbur,,5,16,1,4,1,0,0,0,0,3,4,12,0,.250
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Will Brassil,,4,13,0,3,0,0,0,0,0,0,28,2,3,.231
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Mike Bathauer,,5,16,2,3,1,0,0,0,0,0,2,10,1,.188
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Seth Lucero,,5,13,1,2,0,0,0,1,1,2,0,0,0,.154
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Jack Dere,,2,7,0,0,0,0,0,0,0,0,6,2,1,.000
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Conner Westenburg,,1,4,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,Denver CO Cougars,Cooper Latino,,1,0,0,0,0,0,0,0,0,0,0,0,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Brant Voth,,2,6,0,3,1,0,0,1,0,2,10,1,0,.500
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Abraham Valdez,,2,9,1,4,1,0,0,0,0,5,8,1,0,.444
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Trent Rucker,,3,15,1,6,0,0,0,2,0,2,14,0,0,.400
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Zachary Mazoch,,3,13,1,5,1,0,0,0,0,2,0,0,0,.385
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Ethan Guerra,,3,11,2,4,2,0,0,0,0,0,6,4,0,.364
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Tyler Hubbard,,3,7,1,2,1,0,0,0,0,0,3,0,0,.286
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Mario Mendoza Jr,,3,8,1,2,1,0,0,0,0,2,3,7,2,.250
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Grayson Doggett,,2,5,1,1,1,0,0,0,0,0,1,1,1,.200
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Nolan Williams,,3,12,3,2,1,0,0,0,0,0,3,0,1,.167
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Andon Petty,,2,8,4,1,0,0,0,2,0,0,6,0,0,.125
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Tucker Burton,,3,9,1,1,0,0,0,0,0,0,9,4,0,.111
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Garrett Graham,,3,5,0,0,0,0,0,0,0,0,7,1,1,.000
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Kuyper Kendall,,3,4,0,0,0,0,0,0,0,0,0,1,0,.000
2023,2023_Final_team_stats.pdf,GPS Baseball TX Legends,Danny Valadez,,1,2,0,0,0,0,0,0,0,0,1,1,2,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Grant Nottlemann,,5,16,9,12,1,1,0,1,0,4,29,5,2,.750
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Tyler Cowan,,4,16,5,5,0,1,0,2,0,8,5,12,0,.313
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Jayden Hill,,5,14,5,4,2,0,0,2,0,4,0,1,1,.286
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Jackson Webster,,5,19,6,5,1,0,0,1,0,2,44,2,1,.263
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Marshall Hale,,5,20,4,5,1,0,0,0,0,5,9,0,0,.250
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Kade Snodgrass,,5,16,4,4,1,0,0,0,0,7,4,12,2,.250
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Brady Kreutzer,,3,8,1,2,1,0,0,0,0,2,1,1,0,.250
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Robby Bolin,,5,22,3,5,0,0,0,1,0,3,8,1,2,.227
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Isaiah Ural,,5,19,4,4,1,0,0,4,0,1,8,0,0,.211
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,JoJo Nieves,,3,6,1,1,0,0,0,1,0,1,8,4,2,.167
2023,2023_Final_team_stats.pdf,Great Bend Bat Cats,Jaron Cotton,,5,14,1,1,0,0,0,2,1,2,5,10,1,.071
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Hays KS Larks,Payton Ebbing,,2,7,2,4,1,0,0,0,0,1,29,1,0,.571
2023,2023_Final_team_stats.pdf,Hays KS Larks,Trent Baker,,4,14,3,5,1,1,0,1,0,4,8,0,0,.357
2023,2023_Final_team_stats.pdf,Hays KS Larks,Austen Jaslove,,4,15,4,5,2,0,0,0,0,3,5,10,0,.333
2023,2023_Final_team_stats.pdf,Hays KS Larks,Damian Ruiz,,4,13,3,4,0,0,0,2,1,1,3,0,0,.308
2023,2023_Final_team_stats.pdf,Hays KS Larks,Brady Evans,,2,7,1,2,1,0,0,1,0,1,15,2,0,.286
2023,2023_Final_team_stats.pdf,Hays KS Larks,Lenny Ashby,,4,15,4,4,0,0,1,0,0,3,3,1,0,.267
2023,2023_Final_team_stats.pdf,Hays KS Larks,Tyler LaRue,,4,12,3,3,1,0,0,1,0,5,4,4,1,.250
2023,2023_Final_team_stats.pdf,Hays KS Larks,Garrett Gruell,,4,17,2,4,0,0,0,0,0,3,0,0,0,.235
2023,2023_Final_team_stats.pdf,Hays KS Larks,Luis Garcia,,4,9,3,2,0,0,0,1,0,4,5,7,0,.222
2023,2023_Final_team_stats.pdf,Hays KS Larks,John Ceccoli,,4,13,2,0,0,0,0,0,0,0,29,1,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Max Buettenback,,6,21,10,11,4,2,1,0,0,10,2,0,0,.524
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Jarrett Flaggert,,6,24,4,11,2,0,0,0,0,5,2,8,1,.458
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Will Edmunson,,6,25,11,11,4,0,0,4,0,7,7,0,0,.440
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Jaden Gustafson,,6,24,9,10,5,0,1,1,1,10,1,0,0,.417
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Paris Pridgen,,3,5,1,2,1,0,0,0,0,1,1,2,2,.400
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Sam Wiese,,6,23,5,9,3,0,2,0,0,9,31,1,0,.391
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Blake Bradford,,6,20,7,7,2,0,0,0,1,2,8,10,1,.350
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Cooper Harris,,6,26,7,7,2,0,1,0,0,8,52,5,2,.269
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Drew Bugner,,5,17,5,4,0,0,0,1,0,2,6,13,1,.235
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Caleb Cotton,,6,26,4,5,4,0,0,2,1,4,25,0,0,.192
2023,2023_Final_team_stats.pdf,Hutchinson KS Monarchs,Jackson Young,,2,3,1,0,0,0,0,0,0,0,8,0,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Kansas Cannons,Carsen Pracht,,3,9,3,4,1,1,0,0,1,0,4,6,1,.444
2023,2023_Final_team_stats.pdf,Kansas Cannons,Cale Blasi,,4,16,4,7,0,0,0,0,0,1,8,0,0,.438
2023,2023_Final_team_stats.pdf,Kansas Cannons,Trey Orman,,2,5,1,2,1,0,0,0,0,0,0,0,0,.400
2023,2023_Final_team_stats.pdf,Kansas Cannons,Hunter Jansen,,4,14,4,5,2,0,0,1,0,3,29,1,0,.357
2023,2023_Final_team_stats.pdf,Kansas Cannons,Jack Wagner,,4,16,3,5,3,0,0,2,0,5,9,9,1,.313
2023,2023_Final_team_stats.pdf,Kansas Cannons,Christian Caruso,,2,4,1,1,0,0,0,0,0,0,1,3,0,.250
2023,2023_Final_team_stats.pdf,Kansas Cannons,Mason Wray,,1,4,0,1,1,0,0,0,0,1,7,2,0,.250
2023,2023_Final_team_stats.pdf,Kansas Cannons,Owen Clyne,,4,13,1,3,2,0,0,0,0,4,5,13,6,.231
2023,2023_Final_team_stats.pdf,Kansas Cannons,Tysaac Noland,,4,15,1,3,0,0,0,1,0,3,27,2,0,.200
2023,2023_Final_team_stats.pdf,Kansas Cannons,Will Dixon,,4,16,2,3,0,0,0,1,0,1,6,0,0,.188
2023,2023_Final_team_stats.pdf,Kansas Cannons,Tyson Drake,,4,17,0,3,2,0,0,1,0,1,6,0,0,.176
2023,2023_Final_team_stats.pdf,Kansas Cannons,Gannon Snyder,,2,7,0,1,0,0,0,0,0,0,0,0,0,.143
2023,2023_Final_team_stats.pdf,Kansas Cannons,Eli Fahnestock,,1,1,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,Kansas Cannons,Jett Hand,,1,0,1,0,0,0,0,0,0,0,0,0,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Jackson Schofield,,2,1,1,1,1,0,0,0,0,0,0,0,0,1.000
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Jett Brown,,2,2,1,1,0,0,0,0,0,1,0,0,0,.500
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Ryota Kusumoto,,3,9,6,4,2,1,0,0,0,4,1,0,0,.444
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Hudson Polk,,4,13,4,5,2,0,1,0,0,5,14,4,0,.385
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Ethan Calder,,4,8,2,3,0,1,0,0,0,1,2,0,0,.375
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Owen May,,4,15,2,5,1,0,0,2,0,3,10,11,0,.333
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Coldon Kiser,,4,9,4,3,0,0,0,0,0,3,8,3,0,.333
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Derek Lukes,,3,7,1,2,0,0,0,0,0,2,8,0,0,.286
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Issac Webb,,4,18,2,5,0,0,0,1,0,1,3,9,3,.278
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,River Jackson,,4,8,2,2,0,0,0,0,0,3,10,1,0,.250
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Luke Rhee,,2,4,1,1,1,0,0,0,0,0,0,0,0,.250
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Walker Polk,,4,13,2,3,1,0,0,0,0,1,28,3,0,.231
2023,2023_Final_team_stats.pdf,Liberal KS Bee Jays,Mateo Garcia,,4,11,4,1,1,0,0,0,0,4,1,3,2,.091
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,JJ Garcia,,2,8,4,6,1,0,0,3,0,1,4,4,0,.750
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Luke Jayaraman,,1,3,0,2,1,0,0,0,0,2,3,0,0,.667
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Caleb Gordon,,3,5,1,3,0,0,0,0,1,0,3,0,0,.600
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Ben Hovda,,2,9,2,4,1,0,0,2,0,2,9,4,0,.444
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Stephen Courtney,,3,12,1,5,1,0,0,0,0,3,3,0,0,.417
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Brandon Harper,,1,3,0,1,0,0,0,0,0,0,7,0,0,.333
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Austin Reams,,1,3,0,1,0,0,0,0,0,1,3,0,0,.333
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Josh Henry,,1,3,0,1,0,0,0,0,0,1,0,0,0,.333
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Juan Avila,,2,7,1,2,0,0,0,0,0,1,6,0,1,.286
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Hunter Nunn,,2,7,0,2,0,0,0,0,0,0,6,0,0,.286
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Greg Maskarinec,,3,12,2,3,0,0,0,0,0,3,13,4,2,.250
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Nijai Armbrister,,1,4,1,1,1,0,0,0,0,0,6,0,0,.250
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Drew Thompson,,2,6,1,1,1,0,0,1,0,0,6,0,0,.167
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Tristan Williams,,1,4,0,0,0,0,0,0,0,0,1,3,1,.000
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Reece Rozman,,1,4,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Landon Vodka,,1,3,0,0,0,0,0,0,0,0,2,0,0,.000
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Drake Davidson,,1,3,1,0,0,0,0,0,0,0,2,0,0,.000
2023,2023_Final_team_stats.pdf,OKC OK D-BAT Collegiate All-Stars,Zane Knox,,1,3,0,0,0,0,0,0,0,0,0,5,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,SC Blues KS,Mason Cherry,,3,3,0,1,0,0,0,0,0,0,1,1,0,.333
2023,2023_Final_team_stats.pdf,SC Blues KS,Landon Haines,,2,4,0,1,0,0,0,0,0,0,14,1,0,.250
2023,2023_Final_team_stats.pdf,SC Blues KS,Brooks Allen,,3,9,0,1,0,0,0,0,0,0,7,6,0,.111
2023,2023_Final_team_stats.pdf,SC Blues KS,Brady Boomsma,,3,10,0,1,0,0,0,0,0,0,4,5,4,.100
2023,2023_Final_team_stats.pdf,SC Blues KS,Josh Cline,,3,9,0,0,0,0,0,0,0,0,7,0,1,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Jacob Rutschman,,3,8,0,0,0,0,0,0,0,0,6,4,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Sam Hampton,,3,7,0,0,0,0,0,1,0,0,2,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Jackson Ellison,,3,6,0,0,0,0,0,0,0,0,13,3,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Austin Selenke,,2,4,0,0,0,0,0,1,0,0,2,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Alec Maldonado,,2,3,0,0,0,0,0,0,0,0,7,2,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Coen Douglass,,2,2,0,0,0,0,0,0,0,0,2,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Russ Smith,,1,2,0,0,0,0,0,0,0,0,2,2,1,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Tyler Boothe,,1,2,0,0,0,0,0,0,0,0,1,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Carson Smith,,2,2,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Tyler Chrisman,,1,1,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Gunner Hewitt,,1,1,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Maddox Stevens,,1,1,0,0,0,0,0,0,0,0,0,0,0,.000
2023,2023_Final_team_stats.pdf,SC Blues KS,Sam Haneberg,,1,0,0,0,0,0,0,0,0,0,0,0,1,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Zac Burns,,3,9,2,4,1,0,0,0,0,3,4,6,1,.444
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Jackson Smith,,2,7,2,3,1,0,0,1,0,2,16,2,1,.429
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Kaiden Ashton,,3,11,4,4,1,0,0,0,0,0,6,0,0,.364
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Braden Horn,,2,5,0,1,0,0,0,0,0,1,15,0,0,.200
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Trey Migl,,3,11,2,2,1,0,0,0,0,1,4,1,0,.182
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Keaton Campbell,,3,13,1,2,0,0,0,0,0,3,3,1,1,.154
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Drew Williams,,3,13,1,2,0,1,0,0,0,0,0,0,0,.154
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Kade Sheldon,,3,7,1,1,0,0,0,1,0,1,5,0,0,.143
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Noah Smallwood,,3,9,1,1,0,0,0,1,0,0,8,7,1,.111
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Trevor Rowe,,3,10,1,1,0,1,0,0,0,2,4,2,0,.100
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Logan Tibbett,,1,4,0,0,0,0,0,0,0,1,8,3,0,.000
2023,2023_Final_team_stats.pdf,Sandlot Tulsa OK,Brett McComas,,1,1,0,0,0,0,0,0,0,0,1,0,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Max Belyeu,,6,25,4,11,2,0,0,0,0,3,10,0,1,.440
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Nate Voss,,2,5,0,2,0,0,0,0,0,3,8,1,0,.400
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Rylan Galvan,,5,11,4,4,0,0,0,1,0,2,54,1,0,.364
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Will Rogers,,6,21,2,7,1,0,1,1,0,5,18,3,0,.333
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Daniel Patterson,,4,9,4,3,2,0,0,3,0,1,7,1,0,.333
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Kenneth Dutka,,2,3,1,1,0,0,0,0,0,0,1,0,0,.333
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Jalin Flores,,6,22,5,7,1,0,1,2,0,3,7,9,0,.318
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Eamonn Lance,,6,19,4,6,1,2,1,0,0,4,0,0,0,.316
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Miguel Santos,,6,24,4,6,0,0,2,2,0,5,5,12,3,.250
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Ryan Black,,5,17,2,4,1,0,0,3,0,4,6,5,0,.235
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Greg Pace,,6,15,4,3,0,0,0,3,0,1,8,0,0,.200
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Rocco Garza-Gongo,,4,14,2,2,0,0,0,2,0,1,26,1,0,.143
2023,2023_Final_team_stats.pdf,Santa Barbara CA Foresters,Kamau Neighbors,,3,6,1,0,0,0,0,2,0,0,2,2,0,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Harrison Kaufman,,4,11,4,5,3,0,0,0,0,1,1,9,1,.455
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Josiah O'Bannon,,4,13,1,5,0,1,0,1,0,3,9,0,0,.385
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Zion Williams,,4,13,2,5,0,0,1,1,0,2,2,0,0,.385
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Mike Snyder,,4,11,1,4,0,0,0,0,0,2,14,3,1,.364
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Alex Harden,,3,7,1,2,0,0,0,0,0,2,20,2,0,.286
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Austin Santiago,,3,4,1,1,0,0,0,0,2,1,6,5,0,.250
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Kai Herko,,4,11,2,2,0,0,0,0,0,2,5,0,0,.182
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Bryce Lindberg,,3,9,2,1,0,0,1,0,0,1,5,0,1,.111
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Ryan Jeffries,,4,14,2,1,0,0,0,1,0,1,5,8,3,.071
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Indy Anderson,,2,5,1,0,0,0,0,0,0,0,5,1,0,.000
2023,2023_Final_team_stats.pdf,Seattle WA Blackfins,Nick Herko,,2,4,0,0,0,0,0,0,0,0,4,3,1,.000
,,,,,,,,,,,,,,,,,,
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Ben Schnurman,,4,15,4,6,2,0,0,0,0,1,38,6,2,.400
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Trevor Tripoli,,5,17,3,6,0,0,0,0,0,2,10,13,0,.353
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Akiyoshi Buckson,,5,19,4,6,0,0,1,4,0,2,6,1,0,.316
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Nich Klemp,,5,16,0,5,1,0,0,0,0,1,13,0,0,.313
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Noah Fields,,5,19,4,5,0,0,0,2,0,4,12,1,0,.263
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Charlie Larson,,4,13,2,3,0,0,0,0,0,4,4,8,0,.231
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Landon Riker,,5,16,2,3,0,0,1,0,1,3,6,0,0,.188
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Makana Murashige,,5,18,2,3,1,0,0,1,0,1,9,17,0,.167
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Kyle Rodriguez,,3,7,1,1,0,0,0,0,0,0,12,3,0,.143
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Garret Ringer,,3,8,1,1,0,0,0,0,1,0,1,0,0,.125
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Brady Hinkle,,3,9,1,1,0,0,0,0,0,0,9,1,1,.111
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Jake Gallagher,,2,4,0,0,0,0,0,0,1,0,0,4,0,.000
2023,2023_Final_team_stats.pdf,Seattle WA Cheney Studs,Brice Foster,,1,3,0,0,0,0,0,0,0,0,0,1,0,.000
